symbol,side,quantity,price,timestamp
AAPL,sell,1.0000,271.3900,2025-11-10T15:40:00+00:00
AAPL,buy,1.0000,271.2700,2025-11-10T15:41:00+00:00
AAPL,sell,1.0000,271.3700,2025-11-10T15:41:00+00:00
AAPL,buy,1.0000,271.1300,2025-11-10T15:42:00+00:00
AAPL,sell,1.0000,271.2400,2025-11-10T15:42:00+00:00
AAPL,buy,1.0000,271.2900,2025-11-10T15:43:00+00:00
AAPL,sell,1.0000,271.3900,2025-11-10T15:43:00+00:00
AAPL,buy,1.0000,271.1900,2025-11-10T15:44:00+00:00
AAPL,sell,1.0000,271.2900,2025-11-10T15:44:00+00:00
AAPL,buy,1.0000,271.4900,2025-11-10T15:45:00+00:00
AAPL,sell,1.0000,271.5900,2025-11-10T15:45:00+00:00
AAPL,buy,1.0000,271.6800,2025-11-10T15:46:00+00:00
AAPL,sell,1.0000,271.7900,2025-11-10T15:46:00+00:00
AAPL,buy,1.0000,271.5100,2025-11-10T15:47:00+00:00
AAPL,sell,1.0000,271.6100,2025-11-10T15:47:00+00:00
AAPL,buy,1.0000,271.6100,2025-11-10T15:48:00+00:00
AAPL,sell,1.0000,271.7100,2025-11-10T15:48:00+00:00
AAPL,buy,1.0000,271.5300,2025-11-10T15:49:00+00:00
AAPL,sell,1.0000,271.6300,2025-11-10T15:49:00+00:00
AAPL,buy,1.0000,271.1200,2025-11-10T15:50:00+00:00
AAPL,sell,1.0000,271.2200,2025-11-10T15:50:00+00:00
AAPL,buy,1.0000,270.9900,2025-11-10T15:51:00+00:00
AAPL,sell,1.0000,271.0900,2025-11-10T15:51:00+00:00
AAPL,buy,1.0000,270.9000,2025-11-10T15:52:00+00:00
AAPL,sell,1.0000,271.0000,2025-11-10T15:52:00+00:00
AAPL,buy,1.0000,270.8600,2025-11-10T15:53:00+00:00
AAPL,sell,1.0000,270.9700,2025-11-10T15:53:00+00:00
AAPL,buy,1.0000,270.8800,2025-11-10T15:54:00+00:00
AAPL,sell,1.0000,270.9800,2025-11-10T15:54:00+00:00
AAPL,buy,1.0000,270.7100,2025-11-10T15:55:00+00:00
AAPL,sell,1.0000,270.8100,2025-11-10T15:55:00+00:00
AAPL,buy,1.0000,270.8200,2025-11-10T15:56:00+00:00
AAPL,sell,1.0000,270.9200,2025-11-10T15:56:00+00:00
AAPL,buy,1.0000,270.5500,2025-11-10T15:57:00+00:00
AAPL,sell,1.0000,270.6500,2025-11-10T15:57:00+00:00
AAPL,buy,1.0000,270.6700,2025-11-10T15:58:00+00:00
AAPL,sell,1.0000,270.7800,2025-11-10T15:58:00+00:00
AAPL,buy,1.0000,270.7100,2025-11-10T15:59:00+00:00
AAPL,sell,1.0000,270.8100,2025-11-10T15:59:00+00:00
AAPL,buy,1.0000,270.6000,2025-11-10T16:00:00+00:00
AAPL,sell,1.0000,270.7000,2025-11-10T16:00:00+00:00
AAPL,buy,1.0000,270.3800,2025-11-10T16:01:00+00:00
AAPL,sell,1.0000,270.4800,2025-11-10T16:01:00+00:00
AAPL,buy,1.0000,270.3700,2025-11-10T16:02:00+00:00
AAPL,sell,1.0000,270.4700,2025-11-10T16:02:00+00:00
AAPL,buy,1.0000,270.3200,2025-11-10T16:03:00+00:00
AAPL,sell,1.0000,270.4200,2025-11-10T16:03:00+00:00
AAPL,buy,1.0000,270.0900,2025-11-10T16:04:00+00:00
AAPL,sell,1.0000,270.1900,2025-11-10T16:04:00+00:00
AAPL,buy,1.0000,269.8000,2025-11-10T16:05:00+00:00
AAPL,sell,1.0000,269.9000,2025-11-10T16:05:00+00:00
AAPL,buy,1.0000,269.7200,2025-11-10T16:06:00+00:00
AAPL,sell,1.0000,269.8200,2025-11-10T16:06:00+00:00
AAPL,buy,1.0000,269.7600,2025-11-10T16:07:00+00:00
AAPL,sell,1.0000,269.8600,2025-11-10T16:07:00+00:00
AAPL,buy,1.0000,269.5700,2025-11-10T16:08:00+00:00
AAPL,sell,1.0000,269.6700,2025-11-10T16:08:00+00:00
AAPL,buy,1.0000,269.5500,2025-11-10T16:09:00+00:00
AAPL,sell,1.0000,269.6500,2025-11-10T16:09:00+00:00
AAPL,buy,1.0000,269.5200,2025-11-10T16:10:00+00:00
AAPL,sell,1.0000,269.6200,2025-11-10T16:10:00+00:00
AAPL,buy,1.0000,269.5900,2025-11-10T16:11:00+00:00
AAPL,sell,1.0000,269.7000,2025-11-10T16:11:00+00:00
AAPL,buy,1.0000,269.7100,2025-11-10T16:12:00+00:00
AAPL,sell,1.0000,269.8100,2025-11-10T16:12:00+00:00
AAPL,buy,1.0000,269.8200,2025-11-10T16:13:00+00:00
AAPL,sell,1.0000,269.9200,2025-11-10T16:13:00+00:00
AAPL,buy,1.0000,270.0200,2025-11-10T16:14:00+00:00
AAPL,sell,1.0000,270.1200,2025-11-10T16:14:00+00:00
AAPL,buy,1.0000,269.8000,2025-11-10T16:15:00+00:00
AAPL,sell,1.0000,269.9100,2025-11-10T16:15:00+00:00
AAPL,buy,1.0000,269.7900,2025-11-10T16:16:00+00:00
AAPL,sell,1.0000,269.8900,2025-11-10T16:16:00+00:00
AAPL,buy,1.0000,269.6300,2025-11-10T16:17:00+00:00
AAPL,sell,1.0000,269.7300,2025-11-10T16:17:00+00:00
AAPL,buy,1.0000,269.5700,2025-11-10T16:18:00+00:00
AAPL,sell,1.0000,269.6800,2025-11-10T16:18:00+00:00
AAPL,buy,1.0000,269.6400,2025-11-10T16:19:00+00:00
AAPL,sell,1.0000,269.7400,2025-11-10T16:19:00+00:00
AAPL,buy,1.0000,269.3600,2025-11-10T16:20:00+00:00
AAPL,sell,1.0000,269.4600,2025-11-10T16:20:00+00:00
AAPL,buy,1.0000,269.3700,2025-11-10T16:21:00+00:00
AAPL,sell,1.0000,269.4800,2025-11-10T16:21:00+00:00
AAPL,buy,1.0000,269.1600,2025-11-10T16:22:00+00:00
AAPL,sell,1.0000,269.2600,2025-11-10T16:22:00+00:00
AAPL,buy,1.0000,269.4700,2025-11-10T16:23:00+00:00
AAPL,sell,1.0000,269.5700,2025-11-10T16:23:00+00:00
AAPL,buy,1.0000,269.4300,2025-11-10T16:24:00+00:00
AAPL,sell,1.0000,269.5300,2025-11-10T16:24:00+00:00
AAPL,buy,1.0000,269.3300,2025-11-10T16:25:00+00:00
AAPL,sell,1.0000,269.4400,2025-11-10T16:25:00+00:00
AAPL,buy,1.0000,269.3200,2025-11-10T16:26:00+00:00
AAPL,sell,1.0000,269.4300,2025-11-10T16:26:00+00:00
AAPL,buy,1.0000,269.3700,2025-11-10T16:27:00+00:00
AAPL,sell,1.0000,269.4700,2025-11-10T16:27:00+00:00
AAPL,buy,1.0000,269.2200,2025-11-10T16:28:00+00:00
AAPL,sell,1.0000,269.3200,2025-11-10T16:28:00+00:00
AAPL,buy,1.0000,269.0200,2025-11-10T16:29:00+00:00
AAPL,sell,1.0000,269.1200,2025-11-10T16:29:00+00:00
AAPL,buy,1.0000,269.1200,2025-11-10T16:30:00+00:00
AAPL,sell,1.0000,269.2200,2025-11-10T16:30:00+00:00
AAPL,buy,1.0000,269.1100,2025-11-10T16:31:00+00:00
AAPL,sell,1.0000,269.2100,2025-11-10T16:31:00+00:00
AAPL,buy,1.0000,269.0900,2025-11-10T16:32:00+00:00
AAPL,sell,1.0000,269.1900,2025-11-10T16:32:00+00:00
AAPL,buy,1.0000,269.0500,2025-11-10T16:33:00+00:00
AAPL,sell,1.0000,269.1600,2025-11-10T16:33:00+00:00
AAPL,buy,1.0000,269.0400,2025-11-10T16:34:00+00:00
AAPL,sell,1.0000,269.1400,2025-11-10T16:34:00+00:00
AAPL,buy,1.0000,268.8100,2025-11-10T16:35:00+00:00
AAPL,sell,1.0000,268.9100,2025-11-10T16:35:00+00:00
AAPL,buy,1.0000,268.8200,2025-11-10T16:36:00+00:00
AAPL,sell,1.0000,268.9200,2025-11-10T16:36:00+00:00
AAPL,buy,1.0000,268.8200,2025-11-10T16:37:00+00:00
AAPL,sell,1.0000,268.9200,2025-11-10T16:37:00+00:00
AAPL,buy,1.0000,268.7900,2025-11-10T16:38:00+00:00
AAPL,sell,1.0000,268.8900,2025-11-10T16:38:00+00:00
AAPL,buy,1.0000,268.7500,2025-11-10T16:39:00+00:00
AAPL,sell,1.0000,268.8600,2025-11-10T16:39:00+00:00
AAPL,buy,1.0000,268.6400,2025-11-10T16:40:00+00:00
AAPL,sell,1.0000,268.7500,2025-11-10T16:40:00+00:00
AAPL,buy,1.0000,268.6000,2025-11-10T16:41:00+00:00
AAPL,sell,1.0000,268.7000,2025-11-10T16:41:00+00:00
AAPL,buy,1.0000,268.5300,2025-11-10T16:42:00+00:00
AAPL,sell,1.0000,268.6300,2025-11-10T16:42:00+00:00
AAPL,buy,1.0000,268.5500,2025-11-10T16:43:00+00:00
AAPL,sell,1.0000,268.6500,2025-11-10T16:43:00+00:00
AAPL,buy,1.0000,268.6500,2025-11-10T16:44:00+00:00
AAPL,sell,1.0000,268.7500,2025-11-10T16:44:00+00:00
AAPL,buy,1.0000,268.4900,2025-11-10T16:45:00+00:00
AAPL,sell,1.0000,268.5900,2025-11-10T16:45:00+00:00
AAPL,buy,1.0000,268.6300,2025-11-10T16:46:00+00:00
AAPL,sell,1.0000,268.7300,2025-11-10T16:46:00+00:00
AAPL,buy,1.0000,268.7800,2025-11-10T16:47:00+00:00
AAPL,sell,1.0000,268.8800,2025-11-10T16:47:00+00:00
AAPL,buy,1.0000,269.0000,2025-11-10T16:48:00+00:00
AAPL,sell,1.0000,269.1000,2025-11-10T16:48:00+00:00
AAPL,buy,1.0000,268.9800,2025-11-10T16:49:00+00:00
AAPL,sell,1.0000,269.0800,2025-11-10T16:49:00+00:00
AAPL,buy,1.0000,269.0000,2025-11-10T16:50:00+00:00
AAPL,sell,1.0000,269.1000,2025-11-10T16:50:00+00:00
AAPL,buy,1.0000,268.9600,2025-11-10T16:51:00+00:00
AAPL,sell,1.0000,269.0600,2025-11-10T16:51:00+00:00
AAPL,buy,1.0000,269.0100,2025-11-10T16:51:00+00:00
AAPL,buy,1.0000,268.8200,2025-11-10T16:52:00+00:00
AAPL,sell,1.0000,268.9200,2025-11-10T16:52:00+00:00
AAPL,buy,1.0000,268.9200,2025-11-10T16:53:00+00:00
AAPL,sell,1.0000,269.0200,2025-11-10T16:53:00+00:00
AAPL,buy,1.0000,268.8000,2025-11-10T16:54:00+00:00
AAPL,sell,1.0000,268.9000,2025-11-10T16:54:00+00:00
AAPL,buy,1.0000,268.9400,2025-11-10T16:55:00+00:00
AAPL,sell,1.0000,269.0500,2025-11-10T16:55:00+00:00
AAPL,buy,1.0000,269.1200,2025-11-10T16:56:00+00:00
AAPL,sell,1.0000,269.2200,2025-11-10T16:56:00+00:00
AAPL,buy,1.0000,269.1000,2025-11-10T16:57:00+00:00
AAPL,sell,1.0000,269.2000,2025-11-10T16:57:00+00:00
AAPL,buy,1.0000,269.1500,2025-11-10T16:58:00+00:00
AAPL,sell,1.0000,269.2500,2025-11-10T16:58:00+00:00
AAPL,buy,1.0000,269.2600,2025-11-10T16:59:00+00:00
AAPL,sell,1.0000,269.3600,2025-11-10T16:59:00+00:00
AAPL,buy,1.0000,269.3300,2025-11-10T17:00:00+00:00
AAPL,sell,1.0000,269.4300,2025-11-10T17:00:00+00:00
AAPL,buy,1.0000,269.1600,2025-11-10T17:01:00+00:00
AAPL,sell,1.0000,269.2600,2025-11-10T17:01:00+00:00
AAPL,buy,1.0000,269.2400,2025-11-10T17:02:00+00:00
AAPL,sell,1.0000,269.3400,2025-11-10T17:02:00+00:00
AAPL,buy,1.0000,269.3300,2025-11-10T17:03:00+00:00
AAPL,sell,1.0000,269.4300,2025-11-10T17:03:00+00:00
AAPL,buy,1.0000,269.3500,2025-11-10T17:04:00+00:00
AAPL,sell,1.0000,269.4500,2025-11-10T17:04:00+00:00
AAPL,buy,1.0000,269.3900,2025-11-10T17:05:00+00:00
AAPL,sell,1.0000,269.4900,2025-11-10T17:05:00+00:00
AAPL,buy,1.0000,269.6000,2025-11-10T17:06:00+00:00
AAPL,sell,1.0000,269.7000,2025-11-10T17:06:00+00:00
AAPL,buy,1.0000,269.5500,2025-11-10T17:07:00+00:00
AAPL,sell,1.0000,269.6500,2025-11-10T17:07:00+00:00
AAPL,buy,1.0000,269.4800,2025-11-10T17:08:00+00:00
AAPL,sell,1.0000,269.5800,2025-11-10T17:08:00+00:00
AAPL,buy,1.0000,269.5000,2025-11-10T17:09:00+00:00
AAPL,sell,1.0000,269.6000,2025-11-10T17:09:00+00:00
AAPL,buy,1.0000,269.4500,2025-11-10T17:10:00+00:00
AAPL,sell,1.0000,269.5500,2025-11-10T17:10:00+00:00
AAPL,buy,1.0000,269.2200,2025-11-10T17:11:00+00:00
AAPL,sell,1.0000,269.3200,2025-11-10T17:11:00+00:00
AAPL,buy,1.0000,269.2900,2025-11-10T17:12:00+00:00
AAPL,sell,1.0000,269.3900,2025-11-10T17:12:00+00:00
AAPL,buy,1.0000,269.3700,2025-11-10T17:13:00+00:00
AAPL,sell,1.0000,269.4700,2025-11-10T17:13:00+00:00
AAPL,buy,1.0000,269.2000,2025-11-10T17:14:00+00:00
AAPL,sell,1.0000,269.3000,2025-11-10T17:14:00+00:00
AAPL,buy,1.0000,269.2200,2025-11-10T17:15:00+00:00
AAPL,sell,1.0000,269.3300,2025-11-10T17:15:00+00:00
AAPL,buy,1.0000,269.2400,2025-11-10T17:16:00+00:00
AAPL,sell,1.0000,269.3400,2025-11-10T17:16:00+00:00
AAPL,buy,1.0000,269.2800,2025-11-10T17:17:00+00:00
AAPL,sell,1.0000,269.3800,2025-11-10T17:17:00+00:00
AAPL,buy,1.0000,269.3100,2025-11-10T17:18:00+00:00
AAPL,sell,1.0000,269.4100,2025-11-10T17:18:00+00:00
AAPL,buy,1.0000,269.2000,2025-11-10T17:19:00+00:00
AAPL,sell,1.0000,269.3000,2025-11-10T17:19:00+00:00
AAPL,buy,1.0000,269.2700,2025-11-10T17:20:00+00:00
AAPL,sell,1.0000,269.3700,2025-11-10T17:20:00+00:00
AAPL,buy,1.0000,269.1900,2025-11-10T17:21:00+00:00
AAPL,sell,1.0000,269.2900,2025-11-10T17:21:00+00:00
AAPL,buy,1.0000,269.1500,2025-11-10T17:22:00+00:00
AAPL,sell,1.0000,269.2500,2025-11-10T17:22:00+00:00
AAPL,buy,1.0000,269.1400,2025-11-10T17:23:00+00:00
AAPL,sell,1.0000,269.2400,2025-11-10T17:23:00+00:00
AAPL,buy,1.0000,269.0700,2025-11-10T17:24:00+00:00
AAPL,sell,1.0000,269.1700,2025-11-10T17:24:00+00:00
AAPL,sell,1.0000,269.1200,2025-11-10T17:24:00+00:00
AAPL,buy,1.0000,269.0300,2025-11-10T17:25:00+00:00
AAPL,sell,1.0000,269.1300,2025-11-10T17:25:00+00:00
AAPL,buy,1.0000,269.0700,2025-11-10T17:26:00+00:00
AAPL,sell,1.0000,269.1800,2025-11-10T17:26:00+00:00
AAPL,buy,1.0000,269.2400,2025-11-10T17:27:00+00:00
AAPL,sell,1.0000,269.3400,2025-11-10T17:27:00+00:00
AAPL,buy,1.0000,269.1800,2025-11-10T17:28:00+00:00
AAPL,sell,1.0000,269.2800,2025-11-10T17:28:00+00:00
AAPL,buy,1.0000,269.0300,2025-11-10T17:29:00+00:00
AAPL,sell,1.0000,269.1300,2025-11-10T17:29:00+00:00
AAPL,buy,1.0000,269.1800,2025-11-10T17:30:00+00:00
AAPL,sell,1.0000,269.2800,2025-11-10T17:30:00+00:00
AAPL,buy,1.0000,269.2500,2025-11-10T17:31:00+00:00
AAPL,sell,1.0000,269.3500,2025-11-10T17:31:00+00:00
AAPL,buy,1.0000,269.0500,2025-11-10T17:32:00+00:00
AAPL,sell,1.0000,269.1500,2025-11-10T17:32:00+00:00
AAPL,buy,1.0000,269.0900,2025-11-10T17:33:00+00:00
AAPL,sell,1.0000,269.1900,2025-11-10T17:33:00+00:00
AAPL,buy,1.0000,269.0700,2025-11-10T17:34:00+00:00
AAPL,sell,1.0000,269.1800,2025-11-10T17:34:00+00:00
AAPL,buy,1.0000,269.0000,2025-11-10T17:35:00+00:00
AAPL,sell,1.0000,269.1000,2025-11-10T17:35:00+00:00
AAPL,buy,1.0000,269.1200,2025-11-10T17:36:00+00:00
AAPL,sell,1.0000,269.2300,2025-11-10T17:36:00+00:00
AAPL,buy,1.0000,269.1600,2025-11-10T17:37:00+00:00
AAPL,sell,1.0000,269.2600,2025-11-10T17:37:00+00:00
AAPL,buy,1.0000,269.1500,2025-11-10T17:38:00+00:00
AAPL,sell,1.0000,269.2500,2025-11-10T17:38:00+00:00
AAPL,buy,1.0000,269.1800,2025-11-10T17:39:00+00:00
AAPL,sell,1.0000,269.2800,2025-11-10T17:39:00+00:00
AAPL,buy,1.0000,269.1600,2025-11-10T17:40:00+00:00
AAPL,sell,1.0000,269.2600,2025-11-10T17:40:00+00:00
AAPL,buy,1.0000,269.3300,2025-11-10T17:41:00+00:00
AAPL,sell,1.0000,269.4300,2025-11-10T17:41:00+00:00
AAPL,buy,1.0000,269.2700,2025-11-10T17:42:00+00:00
AAPL,sell,1.0000,269.3700,2025-11-10T17:42:00+00:00
AAPL,buy,1.0000,269.1000,2025-11-10T17:43:00+00:00
AAPL,sell,1.0000,269.2000,2025-11-10T17:43:00+00:00
AAPL,buy,1.0000,269.1200,2025-11-10T17:44:00+00:00
AAPL,sell,1.0000,269.2300,2025-11-10T17:44:00+00:00
AAPL,buy,1.0000,269.2900,2025-11-10T17:45:00+00:00
AAPL,sell,1.0000,269.3900,2025-11-10T17:45:00+00:00
AAPL,buy,1.0000,269.4500,2025-11-10T17:46:00+00:00
AAPL,sell,1.0000,269.5500,2025-11-10T17:46:00+00:00
AAPL,buy,1.0000,269.5100,2025-11-10T17:47:00+00:00
